tau1,tau2,tau3,tau4,p1,p2,p3,p4,g1,g2,g3,g4,stab,class
2.95906002455997,3.07988520422811,8.38102539191882,9.78075443222607,3.76308477206316,-0.782603631,-1.25739483,-1.723086311,0.650456460887227,0.859578105752345,0.887444920638513,0.958033987602737,0.0553474891727752,unstable
9.3040972346785,4.90252411201167,3.04754072762177,1.36935735529605,5.06781210427845,-1.940058427,-1.872741686,-1.255011992,0.41344056837935,0.862414076352903,0.562139050527675,0.781759910653126,-0.005957464,stable
8.97170690932022,8.84842842134833,3.04647874898866,1.21451813833956,3.40515818001095,-1.207455592,-1.277210147,-0.920492441,0.163041039311334,0.766688656526962,0.839444015400588,0.109853244952427,0.00347087904838871,unstable
0.716414776295121,7.66959964406565,4.48664083058949,2.34056298396795,3.96379106326633,-1.027473304,-1.938944153,-0.997373606,0.446208906537321,0.976744082924302,0.929380522872661,0.36271777426931,0.028870543444887,unstable
3.13411155161342,7.60877161603408,4.94375930178099,9.85757326996638,3.52581081652096,-1.125530955,-1.845974854,-0.554305008,0.797109525792467,0.455449947148291,0.656946658473716,0.820923486481631,0.0498603734837059,unstable
6.99920870915215,9.10924671643764,3.7840659093988,4.26778760341917,4.42966882280625,-1.857139177,-0.670396827,-1.902132818,0.261792854117035,0.0779296721686504,0.542883858522323,0.469931041283024,-0.017384907,stable
6.71016636762265,3.76520418352323,6.92931443867021,8.81856192345691,2.39741922937942,-0.614589562,-1.208825891,-0.574003776,0.177889561089242,0.397976580119618,0.402045952122677,0.376630279179848,0.0059535705684696,unstable
6.95351155782518,1.37912500228657,5.71940003020014,7.87030742603241,3.22449515790325,-0.748997751,-1.186516928,-1.288980478,0.371384852592056,0.633203555433068,0.732740894287254,0.380544478575059,0.0166342974538163,unstable
4.68985192749584,4.00774746209312,1.47857287590383,3.73378749230253,4.04129961368168,-1.410344312,-1.238204276,-1.392751026,0.269708270661235,0.250364217202032,0.164941118523114,0.482439411001001,-0.038676584,stable
9.84149648830214,1.41382159178999,9.76985554870019,7.64161626330592,4.72759504201898,-1.991363368,-0.857637207,-1.878594467,0.376355980566834,0.544415315810004,0.792039424640656,0.116262822352385,0.0123834141734175,unstable
5.93011011760085,6.73087337437817,6.24513790053774,0.53328751282593,2.32709159288717,-0.702501235,-1.11691963,-0.507670728,0.239815632938209,0.563109593653352,0.164461028193514,0.753701355880644,-0.028411461,stable
5.38129925652915,8.01452101703768,8.0951741572488,6.76924769920496,5.50755100504513,-1.972713854,-1.84933258,-1.685504571,0.359974025112588,0.173568816600156,0.349143850920014,0.628860423786381,0.0281301999792468,unstable
1.61678683711417,2.93922810703424,0.819791186154762,4.19180384910867,3.7522819142677,-1.484884545,-1.280581451,-0.986815918,0.899698249387734,0.866545796305834,0.303920577803025,0.0776101261113305,-0.048616701,stable
8.55159820963844,8.31495222344878,2.54996382964303,9.92680728110744,4.89171373543719,-1.808626267,-1.167061235,-1.916026234,0.612403529208615,0.280982857520184,0.354342487890125,0.472192077743488,0.0277556924227216,unstable
1.13210759360397,2.92032402330491,8.95107854465566,7.24858347796639,5.03368055334748,-1.846079542,-1.362777409,-1.824823603,0.352291990740888,0.524172882249252,0.599003855980165,0.674389868319682,0.0148804322017331,unstable
7.02136199991397,4.37429363886033,4.77590415834652,8.83842594831276,3.33585746131655,-0.962391781,-1.407626953,-0.965838727,0.711099508262505,0.625363823866651,0.468334969702021,0.895143061005827,0.0725083555585227,unstable
4.95224090481821,8.08867235232354,8.88331865624976,5.6945572196255,5.06729577625163,-1.681414195,-1.877061288,-1.508820294,0.305662026508872,0.307903841937671,0.889893892795722,0.879427907898293,0.065617204379854,unstable
4.1428304011016,2.43908920766944,1.29045594015738,9.45644318889404,3.93479591772548,-1.469298698,-1.766941259,-0.698555961,0.800756745514446,0.840807129209329,0.917833435936101,0.793981811714133,-0.006965828,stable
9.34612594367674,7.92002984757187,2.33527630767662,3.26918132842386,4.58117391713639,-1.10675268,-1.747077639,-1.727343598,0.836076237689777,0.713253578090513,0.161517853668334,0.515983284965043,0.0413744064662021,unstable
3.9319535918755,9.1808897082158,6.06448032596261,6.29214742613888,5.36399630302728,-1.695084907,-1.880273178,-1.788638218,0.837263668885188,0.611780635329584,0.210692284364991,0.697465329147656,0.0527814508232104,unstable
8.67689455715097,5.58332528932482,4.92540189980591,7.3562122896724,2.82824733012091,-1.396731988,-0.929289558,-0.502225784,0.595003445440603,0.983650729391923,0.245571184843254,0.454155494134516,0.0624905100491812,unstable
7.38317662850136,5.25317348290767,0.92451657169658,0.744899381035951,3.97610467765583,-1.429218786,-1.424951078,-1.121934813,0.425513660036568,0.5611657185336,0.139627347493963,0.076750679144545,-0.02687787,stable
4.54182914149442,1.96986157473015,8.51319290713967,7.56203555861037,4.3628346880455,-1.626413737,-1.761731222,-0.974689729,0.409785101066099,0.121397365936366,0.165887906577854,0.45798213237628,-0.01622745,stable
5.97318647796828,6.04311848916973,5.9960449836661,1.07693958243215,3.82821811448162,-0.989549143,-1.07902572,-1.759643252,0.350474935760746,0.128154394470496,0.548860907231716,0.503974237784797,-0.023013134,stable
7.25334606801501,7.73351662336675,1.62109081050867,7.89061038035071,3.56724027388785,-1.377854757,-1.449532302,-0.739853214,0.936087467029674,0.927722330653301,0.824221605405123,0.100471728226073,0.0478606522166885,unstable
6.19248143447653,2.53387729804416,1.66237974259751,5.16392354484895,3.46239208993282,-1.355953742,-1.432845641,-0.673592707,0.168277025810112,0.408494818382023,0.328541483094271,0.253585836609703,-0.036119558,stable
5.89569345231323,1.09630195942208,1.31173185300278,8.77786837292996,4.06916962466488,-1.063139214,-1.374426714,-1.631603697,0.867790601577518,0.141838850859673,0.343262439409361,0.711898597795268,0.0200877563682336,unstable
0.727076790719363,6.42555418628185,6.26909394931071,0.786910858371004,2.9131788668783,-1.187866131,-0.687734539,-1.037578197,0.471442103223066,0.0613288483820634,0.221905026793187,0.647616792817241,-0.046374166,stable
1.80781872293327,7.02035577512137,6.67692890277124,5.16964822716473,3.6722876429137,-1.188470589,-0.819163767,-1.664653287,0.127657732817716,0.160127434033125,0.171724010033894,0.838403503614675,-0.008638412,stable
9.03414663642432,1.07163499989597,5.4783419879778,9.41252491868344,3.40513947604416,-1.163252538,-1.653954453,-0.587932485,0.253608875583038,0.778670480134004,0.287025561205128,0.221631366997265,-0.033244918,stable
4.47789615181807,2.1595815183094,3.57689689965592,1.79584584373885,2.95177225214577,-1.540369221,-0.882204831,-0.529198199,0.702599246083022,0.397860502922635,0.785096490948474,0.643629575397432,0.0331769811662184,unstable
3.43254862102449,0.944068374361633,3.32477130123085,7.73535636691332,4.13462445340227,-1.495949161,-1.398690033,-1.23998526,0.408973718162426,0.392226079445173,0.330908729781676,0.655999006059108,-0.022913291,stable
4.78071330094865,8.45334255746003,2.75518794596618,4.24978929144039,4.11210459945627,-1.154157576,-1.158403042,-1.799543982,0.0633621937780536,0.987507304944471,0.791912254627119,0.292634388226655,0.0212336270954038,unstable
9.93605035330734,4.40654158307195,6.82548256598869,4.8551365943656,4.14953397785072,-0.962996982,-1.491645109,-1.694891887,0.955617589180665,0.787557445555592,0.667851721721907,0.637185671909518,0.0761082548827678,unstable
3.69909557555313,7.88069031229273,8.29124421474418,2.37123788615132,3.37418024730943,-0.590451861,-1.57917098,-1.204557407,0.275612627578159,0.0821056082573009,0.662142574093627,0.0616653437584313,-0.014002498,stable
9.85346181120317,7.18102283164953,1.68908375513131,1.70549198673241,2.38858397103332,-0.676758056,-0.510617968,-1.201207946,0.953620611836958,0.657751775773623,0.788264275069049,0.0826596367877105,0.0213854244017263,unstable
7.21296752386029,3.81571985705203,8.8662079819718,6.51775706954577,2.79640021715211,-1.652464842,-0.547151334,-0.596784041,0.417993053623149,0.0585230182504177,0.578285993986588,0.314434099510369,0.0220062433915864,unstable
9.65991998277443,5.01211894823856,0.791174717333808,7.43723709707182,3.88657961208687,-1.682252187,-1.069914336,-1.13441309,0.354385405266908,0.778998571762109,0.31503449221923,0.638421100667402,0.0247329005412446,unstable
2.48220278424179,2.98440346964895,4.9337854542831,1.89181260750744,2.62180388675131,-0.910373043,-0.847904197,-0.863526646,0.316414039653476,0.598836013407282,0.263953033489761,0.888316118460742,-0.019347737,stable
1.49218872607205,9.79709296741197,2.55281063054377,7.19469647937642,3.84899325423071,-1.851493793,-1.414036107,-0.583463354,0.799481515463581,0.654333089808831,0.32163781636517,0.268789669713002,-0.027008558,stable
8.23421911818654,8.83525617171532,1.59934544876611,7.62040103067845,3.98096002530882,-1.654655626,-0.600065552,-1.726238846,0.812149886893758,0.143850509502519,0.980108942415168,0.654095210241171,0.0253997260673886,unstable
4.86190329969986,6.14534512134815,8.81162194488258,9.24212875448136,3.00518202622547,-1.58959435,-0.814255047,-0.601332629,0.223498148677044,0.14803372452912,0.687915928889991,0.903221919938528,0.0528775753010932,unstable
4.04407080759471,8.73796761025575,0.896589230799873,8.4620145750171,3.54305483904225,-1.652274215,-0.58377446,-1.307006164,0.777571676258638,0.452660468495566,0.53756751143973,0.755847944095472,0.0219242217870562,unstable
4.13059342073561,6.00209632273564,1.65517358242424,1.54877294012755,2.82288006024715,-1.147754681,-1.015365767,-0.659759611,0.783161160990573,0.705585718356643,0.364066309517074,0.617826172501391,0.01661997656822,unstable
3.86652730863851,2.68584764647898,8.28928974899072,4.76698601133006,3.96142920728205,-0.76348268,-1.965185188,-1.232761339,0.78165341809014,0.832337007060605,0.862932944952751,0.238282381648618,0.040704927797328,unstable
9.23469681095942,5.40755900162045,3.76159923331948,5.17246806484824,2.72816841481646,-0.550407644,-1.553880971,-0.6238798,0.625206959986782,0.089422124512929,0.0720080936143105,0.172636291845309,-0.011970123,stable
8.39404503514825,5.74869233101569,1.97252848811996,5.56856696210402,3.36909554388584,-0.66404453,-1.34931857,-1.355732444,0.782084076093746,0.367548833137683,0.218638741859193,0.133181990004274,0.0124998181953094,unstable
4.35222308100356,4.95951535644772,7.12965669810187,3.80154992894169,4.27731258520936,-1.551418663,-1.216904657,-1.508989266,0.799212076099723,0.626340694692415,0.760878961771054,0.504879871496597,0.074753573664854,unstable
7.66079579444337,1.30031678689623,7.6464417415921,6.77835512610903,3.66130345137504,-1.315370009,-1.826011403,-0.519922039,0.548837056734045,0.179855140268416,0.528381542993687,0.722353092914923,0.0457268021853065,unstable
9.81812809445219,0.511597142503376,8.58898740322161,5.26007226288414,3.39563623384181,-1.107857025,-1.478676909,-0.8091023,0.931287341264425,0.599962528375323,0.29164331603908,0.384294639896642,0.011188710435717,unstable
0.50401426172707,1.14209406597184,6.65142652915706,4.52722749641616,4.32815601000258,-1.748322979,-1.823557571,-0.756275461,0.129387731373367,0.225295477190729,0.312797029970689,0.658453830919069,-0.018809907,stable
6.58774307635393,8.55277522544775,6.71696073709148,7.91740903888713,3.88869663060639,-1.416243792,-0.752603758,-1.71984908,0.543917338180749,0.58477645014912,0.970892779190125,0.727172229408394,0.0890725718740916,unstable
9.28575403724697,1.05225476913985,3.34455486119043,8.79104078446898,3.42464409204744,-0.989738355,-0.693916184,-1.740989554,0.890949250363854,0.179388964941195,0.704158376806418,0.706239051096461,0.0416851645426719,unstable
5.15020757152322,6.97037738335149,9.90406212069881,1.08482815456977,4.27491405755306,-1.562088634,-1.079719781,-1.633105643,0.690585361395691,0.68239335794254,0.808117505104733,0.481229080866883,0.0416894264810565,unstable
6.74521435313124,3.12712312110038,3.92716530235617,7.7579885065924,3.4084593810428,-0.846231223,-0.688376811,-1.873851347,0.757866706937889,0.832285770962534,0.379493541632433,0.242668907494299,0.0354861064637626,unstable
4.72979765981223,8.43474066862767,2.20728055471667,9.00113592863475,4.20886467905513,-1.894616331,-0.984437482,-1.329810866,0.529685304742925,0.396811506515681,0.5808408918186,0.97908578764832,0.0413554488546848,unstable
9.97041327098946,5.96858182069508,2.34262311605545,3.08351606695568,3.77210823521175,-1.546062539,-0.964770469,-1.261275227,0.427141832760229,0.972374602542913,0.38736759983562,0.903835773038351,0.0344256495753535,unstable
2.91804953946372,1.49278870775764,8.63437614631279,3.28980577215442,3.92882230759231,-1.580768533,-0.735708919,-1.612344855,0.315825601499547,0.817872451784109,0.762099199028712,0.278032880929962,-0.028759808,stable
