col1,col2,col3,col4,col5,col6,col7,col8,col9,target
45,113,17,54,6,88,12,106,64,4
64,110,40,54,48,59,9,20,23,4
61,114,37,56,48,88,9,18,22,4
65,115,41,54,48,88,9,21,24,4
44,110,16,52,8,86,12,100,61,4
47,110,19,54,16,83,11,82,53,4
65,110,41,55,49,96,9,19,22,4
49,110,21,60,21,88,12,71,47,4
65,110,41,59,48,88,9,21,23,4
49,110,20,52,21,101,11,70,47,4
46,108,18,49,5,88,12,109,66,4
46,110,17,56,16,107,12,80,52,4
50,110,21,54,22,73,11,69,46,4
45,110,17,47,13,89,12,88,55,4
50,110,21,4,21,88,11,71,47,4
66,111,42,54,49,94,9,19,23,4
44,110,16,54,4,88,13,110,66,4
62,110,38,54,48,88,9,18,22,4
50,110,21,45,21,88,11,71,47,4
46,110,17,54,15,94,11,83,53,4
63,112,39,55,48,88,9,19,22,4
49,110,21,61,21,88,12,71,47,4
63,111,39,54,48,85,9,19,22,4
62,109,38,48,48,88,9,18,22,4
63,110,39,54,48,88,9,19,23,4
43,105,15,54,3,88,12,111,67,4
46,110,17,54,14,95,12,86,54,4
50,110,21,60,21,88,11,71,47,4
46,110,17,54,15,73,11,82,53,4
65,109,41,54,48,88,9,21,23,4
63,111,40,59,48,88,9,20,23,4
47,110,18,54,20,92,11,71,47,4
65,116,41,55,49,90,9,18,22,4
66,111,42,55,49,90,9,19,23,4
63,109,40,51,48,84,9,20,23,4
50,109,21,54,22,75,11,69,46,4
65,107,41,54,49,90,9,19,22,4
46,107,18,48,5,88,12,109,66,4
44,110,16,54,5,77,12,108,65,4
46,110,17,54,16,90,11,80,52,4
44,109,16,48,5,88,12,108,65,4
41,112,14,55,5,99,13,105,64,4
47,111,19,54,4,65,12,113,68,4
61,113,37,54,48,88,9,17,22,4
45,112,17,59,10,88,12,95,59,4
59,110,35,54,49,126,9,13,19,4
48,110,19,55,20,88,12,72,48,4
49,115,20,54,21,88,11,70,47,4
44,110,16,54,10,106,12,95,59,4
60,110,35,48,48,83,9,16,21,4
60,114,37,58,48,68,9,17,21,4
63,110,39,49,48,88,9,19,22,4
51,114,22,54,24,96,11,64,44,4
41,110,13,53,4,88,12,107,65,4
47,110,19,54,5,91,13,111,67,4
45,111,17,54,4,59,12,111,67,4
43,117,15,58,4,74,12,109,66,4
62,112,39,58,48,88,9,19,22,4
65,108,41,52,48,60,9,21,24,4
63,109,39,53,48,88,9,19,22,4
62,106,38,52,48,88,9,18,22,4
47,110,19,54,17,89,11,79,51,4
47,110,18,53,19,61,11,73,49,4
65,114,41,53,48,87,9,21,23,4
45,111,17,54,5,90,12,109,66,4
50,111,21,54,20,81,11,74,49,4
50,110,21,54,22,116,11,69,46,4
47,114,19,54,18,88,11,77,50,4
47,110,18,53,18,90,11,76,50,4
50,111,21,54,21,117,11,71,47,4
49,110,21,55,20,88,12,73,48,4
46,110,17,54,15,111,11,83,53,4
62,109,38,54,49,91,9,16,21,4
62,110,38,54,48,61,9,18,22,4
50,110,21,54,22,64,11,69,46,4
47,111,19,54,4,65,12,113,68,4
47,110,19,54,5,92,13,111,67,4
50,110,21,54,23,100,11,66,45,4
48,110,19,52,20,105,11,71,48,4
41,110,14,51,5,108,13,105,64,4
49,110,21,54,20,70,11,73,49,4
43,105,15,54,5,88,12,106,65,4
41,110,14,58,4,68,13,108,65,4
48,106,20,58,19,88,12,75,49,4
63,112,39,57,48,88,9,19,23,4
62,107,38,51,48,88,9,18,22,4
50,110,21,48,23,88,11,66,45,4
60,110,35,51,48,75,9,16,21,4
63,110,40,54,49,113,9,18,22,4
60,110,36,54,49,93,9,14,20,4
46,108,18,50,5,88,12,109,66,4
44,110,16,54,3,81,12,113,68,4
47,110,19,54,20,95,11,71,47,4
61,113,37,54,48,88,9,18,22,4
44,110,16,52,8,86,12,100,61,4
47,110,18,54,18,101,11,76,50,4
45,113,17,60,10,88,12,95,59,4
60,110,36,56,49,116,9,14,20,4
45,110,17,54,8,88,12,100,62,4
44,110,16,54,6,94,12,105,64,4
46,110,17,54,16,92,11,80,52,4
45,110,17,54,7,74,12,103,63,4
50,110,21,54,22,71,11,69,46,4
46,109,19,54,12,101,12,92,57,4
47,110,19,54,20,112,11,71,47,4
46,110,17,54,15,90,12,83,53,4
70,157,38,54,35,86,5,52,48,4
60,110,35,53,49,106,9,13,20,4
49,112,20,57,19,88,11,75,49,4
44,110,16,54,3,59,12,113,68,4
46,108,17,54,13,111,12,88,56,4
47,110,18,54,17,82,11,78,51,4
65,110,41,54,48,59,9,21,23,4
60,110,36,57,48,83,9,16,21,4
44,110,16,53,5,92,12,108,65,4
49,110,21,54,20,65,11,73,49,4
49,110,21,53,23,84,12,66,44,4
