col1,col2,col3,col4,col5,col6,col7,col8,col9,target
20,110,11,52,22,80,29,58,31,3
20,109,30,53,39,80,48,34,9,3
20,110,11,51,37,87,29,20,12,3
20,110,30,54,38,63,47,36,11,3
21,110,13,55,19,88,30,68,36,3
21,110,28,54,40,92,46,29,8,3
20,110,10,54,14,80,27,78,42,3
20,110,26,54,36,77,43,37,13,3
21,115,5,65,21,88,22,55,33,3
20,110,10,54,28,82,28,42,24,3
20,110,25,53,21,94,42,75,33,3
21,110,24,54,20,95,41,76,34,3
20,109,29,57,41,83,47,27,7,3
20,110,29,54,41,86,47,27,7,3
20,110,26,54,39,69,43,29,9,3
20,110,15,50,11,88,32,91,46,3
20,110,28,54,36,70,46,40,13,3
21,112,10,54,27,88,28,45,25,3
21,113,30,58,41,88,46,28,7,3
21,110,25,54,40,62,42,26,8,3
20,110,30,54,41,105,47,28,7,3
20,110,12,54,29,79,29,41,22,3
20,110,29,54,36,84,47,40,13,3
20,110,10,54,25,81,27,49,28,3
20,108,31,54,38,78,48,37,11,3
20,110,16,55,11,93,33,91,46,3
21,111,32,54,39,87,48,35,10,3
21,110,30,54,36,97,47,41,14,3
20,105,7,50,19,80,25,62,35,3
20,110,29,54,39,74,47,33,9,3
21,111,30,62,40,88,47,31,9,3
21,110,30,56,40,88,47,31,8,3
21,110,14,54,17,93,31,75,38,3
21,110,28,54,41,103,45,26,7,3
21,110,29,54,38,91,46,35,11,3
21,110,30,55,39,89,47,33,10,3
21,110,11,54,25,100,28,51,28,3
20,110,26,54,36,70,43,37,13,3
20,110,15,54,8,97,32,98,50,3
20,105,28,54,41,88,46,27,7,3
21,110,30,54,39,99,47,33,10,3
20,110,10,54,25,101,28,50,28,3
20,110,25,54,20,87,42,77,34,3
20,110,26,54,40,107,43,27,8,3
21,108,31,54,36,77,48,42,14,3
21,110,10,54,17,91,27,70,38,3
21,110,28,53,38,79,46,34,11,3
20,110,28,53,35,83,45,42,15,3
20,110,11,54,23,107,29,56,30,3
21,110,13,54,21,116,30,63,33,3
20,106,10,54,11,88,27,86,46,3
21,110,30,54,37,75,47,38,12,3
20,110,28,54,37,108,46,37,12,3
20,110,10,54,12,86,27,83,44,3
21,113,30,54,39,88,47,34,10,3
20,110,10,54,25,85,27,49,28,3
20,110,28,54,40,104,46,29,8,3
21,110,13,54,20,85,30,66,34,3
21,111,10,54,28,118,28,42,24,3
21,110,28,54,40,59,46,29,8,3
21,110,11,54,24,96,28,53,29,3
20,110,25,54,33,95,42,44,17,3
21,113,13,53,18,62,30,71,37,3
20,110,28,54,41,116,46,27,7,3
20,110,11,58,25,89,29,51,28,3
21,112,14,54,12,85,31,88,45,3
20,110,11,54,37,86,29,20,12,3
21,110,29,54,40,80,46,30,8,3
20,110,10,54,37,84,28,19,12,3
21,107,30,59,38,98,47,36,11,3
20,110,15,54,6,75,32,104,52,3
20,110,11,54,22,65,29,58,31,3
20,110,10,54,31,101,27,34,20,3
20,108,9,54,15,119,27,75,40,3
21,110,29,54,35,102,46,43,15,3
20,110,26,52,25,83,43,65,28,3
21,110,32,54,39,88,48,35,10,3
21,109,30,54,35,82,47,43,15,3
20,110,26,54,23,77,43,71,30,3
20,110,11,53,24,85,29,53,29,3
21,110,30,57,40,73,47,31,8,3
21,110,10,57,14,88,27,78,42,3
21,110,30,54,41,67,47,29,7,3
21,113,30,59,41,85,46,28,7,3
20,109,13,53,19,96,31,68,35,3
20,110,25,54,24,85,43,67,29,3
21,109,29,52,41,86,46,27,7,3
