col1,col2,col3,col4,col5,col6,col7,col8,col9,target
13,110,14,54,39,84,39,18,6,0
21,110,22,54,42,64,39,18,6,0
7,112,14,54,37,88,45,22,5,0
20,109,26,54,42,88,44,22,5,0
2,110,29,62,32,88,65,51,9,0
20,109,27,54,40,88,45,28,8,3
21,110,13,54,43,108,30,6,5,0
11,112,13,54,39,90,40,17,5,0
9,110,21,52,38,88,50,27,5,0
19,110,11,48,42,88,30,7,5,0
6,110,14,54,37,88,45,22,5,0
13,107,15,54,39,88,40,18,6,0
6,110,20,54,36,72,52,31,6,0
2,110,27,54,25,93,63,67,19,0
10,110,16,51,39,109,43,19,5,0
10,110,9,57,38,88,38,15,5,0
21,110,30,54,40,116,47,31,8,3
2,110,13,53,34,94,49,29,7,0
4,110,26,56,34,88,61,43,8,0
8,110,19,57,37,88,50,28,6,0
20,110,15,54,12,69,32,88,44,3
18,109,15,54,42,88,35,11,5,0
20,109,29,51,36,83,47,40,13,3
2,110,29,54,33,64,65,48,8,0
2,110,10,54,36,106,46,22,5,0
2,110,9,54,36,95,45,20,5,0
10,109,9,54,38,79,37,15,6,0
11,110,20,54,38,63,47,26,6,0
21,112,28,54,42,88,46,24,6,0
2,110,38,54,33,77,74,57,8,0
32,114,45,54,47,90,51,28,5,0
20,110,28,54,42,113,46,24,6,0
21,110,19,57,43,97,37,13,5,0
20,110,25,54,42,87,43,21,6,0
20,110,11,54,23,111,29,56,30,3
20,110,10,54,19,93,27,65,35,3
21,110,14,55,12,88,31,87,45,3
5,105,30,54,36,87,63,42,6,0
2,112,12,54,35,88,48,26,5,0
16,108,10,54,41,88,32,8,5,0
7,105,9,54,37,88,40,18,6,0
2,115,13,54,28,88,49,45,15,0
9,111,15,54,37,76,44,24,6,0
6,110,16,54,37,91,47,24,5,0
2,110,9,54,35,75,45,23,6,0
21,108,30,54,37,82,47,38,12,3
20,110,14,50,17,88,32,75,38,3
20,109,31,54,37,76,48,40,12,3
50,110,21,54,22,105,11,69,46,4
10,110,19,47,38,88,47,25,5,0
2,110,10,54,19,58,47,66,26,0
5,113,23,54,36,88,56,34,6,0
9,109,28,54,38,88,58,34,5,0
60,110,35,50,48,86,9,16,21,4
10,110,39,54,39,99,67,43,5,0
6,107,14,54,36,63,46,25,6,0
10,110,19,48,39,104,47,23,5,0
4,113,12,49,36,80,47,24,5,0
37,132,15,54,4,86,16,109,63,1
18,110,20,54,41,62,40,18,6,0
21,110,30,62,39,88,47,33,10,3
18,110,10,49,42,96,31,6,5,0
2,110,11,54,22,82,47,58,22,0
62,110,38,47,48,88,9,18,22,4
20,110,10,54,9,63,28,91,48,3
19,110,15,54,42,88,34,11,5,0
9,110,19,54,37,75,48,27,6,0
21,109,29,60,42,67,46,25,6,0
21,110,29,54,40,75,46,30,8,3
9,110,14,54,38,110,44,20,5,0
13,108,20,54,39,80,45,24,6,0
20,110,29,61,40,86,47,30,8,3
9,108,21,54,38,94,50,27,5,0
20,105,11,56,30,88,29,38,21,3
2,110,10,54,36,104,45,21,5,0
47,115,19,54,5,93,12,111,67,4
9,110,19,47,37,75,48,27,6,0
2,109,14,51,30,76,50,40,12,0
2,110,36,54,28,78,72,68,14,0
16,110,14,57,41,106,36,12,5,0
10,110,11,52,38,82,39,17,6,0
9,110,19,54,38,103,48,25,5,0
10,110,16,55,38,83,43,22,6,0
2,110,10,54,20,102,47,63,25,0
15,105,18,54,40,88,41,19,5,0
20,108,31,54,38,76,48,37,11,3
3,110,13,54,36,98,48,24,5,0
2,110,12,54,21,86,48,62,23,0
2,110,10,53,33,88,46,29,8,0
20,110,10,54,26,93,27,47,26,3
4,112,12,55,36,88,45,23,5,0
23,115,19,54,43,88,35,13,5,0
2,110,16,54,21,100,52,66,23,0
2,110,41,53,35,88,78,55,5,0
20,110,31,47,39,69,48,34,9,3
2,110,10,54,25,98,46,49,18,0
2,110,11,53,26,85,47,48,17,0
10,110,22,54,39,101,50,25,5,0
9,110,15,54,38,113,44,21,5,0
15,105,11,54,40,88,35,12,5,0
2,115,11,54,27,90,47,46,16,0
18,108,13,52,42,85,33,9,5,0
4,108,19,52,36,88,53,30,5,0
19,110,19,52,42,88,38,15,5,0
