date,day,period,nswprice,nswdemand,vicprice,vicdemand,transfer,class
0,1,0,1411,2641,1333,1349,728,1
0,1,1,1253,2479,1333,1349,728,1
0,1,2,1246,2277,1333,1349,728,1
0,1,3,1046,1804,1333,1349,728,1
0,1,4,946,1377,1333,1349,728,0
0,1,5,902,1084,1333,1349,728,0
0,1,6,902,844,1333,1349,728,0
0,1,7,902,716,1333,1349,728,0
0,1,8,902,596,1333,1349,728,0
0,1,9,902,634,1333,1349,728,0
0,1,10,1009,825,1333,1349,728,1
0,1,11,1192,1117,1333,1349,728,1
0,1,12,1246,1697,1333,1349,728,1
0,1,13,946,2313,1333,1349,728,0
0,1,14,892,2393,1333,1349,728,0
0,1,15,887,2796,1333,1349,728,0
0,1,16,892,2971,1333,1349,728,0
0,1,17,887,3005,1333,1349,728,0
0,1,18,898,3269,1333,1349,728,0
0,1,19,902,3362,1333,1349,728,0
0,1,20,1009,3285,1333,1349,728,1
0,1,21,1009,3163,1333,1349,728,1
0,1,22,1009,3144,1333,1349,728,1
0,1,23,1046,3143,1333,1349,728,1
0,1,24,1009,3086,1333,1349,728,1
0,1,25,1009,3036,1333,1349,728,1
0,1,26,946,3047,1333,1349,728,0
0,1,27,1009,2994,1333,1349,728,1
0,1,28,1009,2981,1333,1349,728,1
0,1,29,946,2896,1333,1349,728,0
0,1,30,892,2827,1333,1349,728,0
0,1,31,902,2903,1333,1349,728,0
0,1,32,902,2949,1333,1349,728,0
0,1,33,902,3071,1333,1349,728,0
0,1,34,946,3406,1333,1349,728,0
0,1,35,1009,3805,1333,1349,728,1
0,1,36,898,3639,1333,1349,728,0
0,1,37,887,3365,1333,1349,728,0
0,1,38,887,3030,1333,1349,728,0
0,1,39,892,2853,1333,1349,728,0
0,1,40,898,2689,1333,1349,728,0
0,1,41,946,2460,1333,1349,728,0
0,1,42,902,2168,1333,1349,728,0
0,1,43,1246,2013,1333,1349,728,1
0,1,44,1411,2410,1333,1349,728,1
0,1,45,1351,2572,1333,1349,728,1
0,1,46,1504,2682,1333,1349,728,1
0,1,47,1351,2653,1333,1349,728,1
1,2,0,1504,2666,1333,1349,728,1
1,2,1,1411,2451,1333,1349,728,1
1,2,2,1246,2236,1333,1349,728,1
1,2,3,1009,1818,1333,1349,728,0
1,2,4,898,1423,1333,1349,728,0
1,2,5,902,1128,1333,1349,728,0
1,2,6,902,891,1333,1349,728,0
1,2,7,895,710,1333,1349,728,0
1,2,8,897,620,1333,1349,728,0
1,2,9,898,644,1333,1349,728,0
1,2,10,946,843,1333,1349,728,0
1,2,11,1246,1131,1333,1349,728,1
1,2,12,1246,1722,1333,1349,728,1
1,2,13,1246,2331,1333,1349,728,1
1,2,14,892,2348,1333,1349,728,0
1,2,15,892,2758,1333,1349,728,0
1,2,16,892,2966,1333,1349,728,0
1,2,17,892,2976,1333,1349,728,0
1,2,18,898,3244,1333,1349,728,0
1,2,19,898,3274,1333,1349,728,0
1,2,20,898,3184,1333,1349,728,0
1,2,21,942,3067,1333,1349,728,0
1,2,22,946,2995,1333,1349,728,0
1,2,23,1009,2962,1333,1349,728,0
1,2,24,1009,2918,1333,1349,728,0
1,2,25,946,2898,1333,1349,728,0
1,2,26,946,2898,1333,1349,728,0
1,2,27,946,2856,1333,1349,728,0
1,2,28,898,2795,1333,1349,728,0
1,2,29,892,2683,1333,1349,728,0
1,2,30,892,2663,1333,1349,728,0
1,2,31,892,2719,1333,1349,728,0
1,2,32,892,2754,1333,1349,728,0
1,2,33,892,2947,1333,1349,728,0
1,2,34,898,3277,1333,1349,728,0
1,2,35,898,3750,1333,1349,728,0
1,2,36,892,3635,1333,1349,728,0
1,2,37,887,3405,1333,1349,728,0
1,2,38,887,3123,1333,1349,728,0
1,2,39,892,2916,1333,1349,728,0
1,2,40,898,2729,1333,1349,728,0
1,2,41,898,2590,1333,1349,728,0
1,2,42,898,2281,1333,1349,728,0
1,2,43,898,2044,1333,1349,728,0
1,2,44,1411,2439,1333,1349,728,1
1,2,45,1375,2614,1333,1349,728,1
1,2,46,1504,2757,1333,1349,728,1
1,2,47,1351,2713,1333,1349,728,1
2,3,0,1351,2702,1333,1349,728,1
2,3,1,1351,2576,1333,1349,728,1
2,3,2,1246,2373,1333,1349,728,1
2,3,3,898,1917,1333,1349,728,0
2,3,4,898,1516,1333,1349,728,0
2,3,5,898,1223,1333,1349,728,0
2,3,6,898,923,1333,1349,728,0
2,3,7,898,781,1333,1349,728,0
2,3,8,1095,708,1333,1349,728,1
2,3,9,1095,682,1333,1349,728,1
2,3,10,1095,861,1333,1349,728,1
2,3,11,1100,1147,1333,1349,728,1
2,3,12,1192,1755,1333,1349,728,1
2,3,13,1100,2401,1333,1349,728,1
2,3,14,1095,2430,1333,1349,728,1
2,3,15,902,2818,1333,1349,728,0
2,3,16,887,2988,1333,1349,728,0
2,3,17,902,3007,1333,1349,728,0
2,3,18,1047,3183,1333,1349,728,1
2,3,19,1095,3264,1333,1349,728,1
2,3,20,1095,3191,1333,1349,728,1
2,3,21,1100,2989,1333,1349,728,1
2,3,22,1100,3034,1333,1349,728,1
2,3,23,1100,2986,1333,1349,728,1
2,3,24,1100,2935,1333,1349,728,1
2,3,25,1111,2887,1333,1349,728,1
2,3,26,1111,2878,1333,1349,728,1
2,3,27,1100,2827,1333,1349,728,1
2,3,28,1100,2773,1333,1349,728,1
2,3,29,1100,2692,1333,1349,728,1
2,3,30,1095,2644,1333,1349,728,1
2,3,31,1095,2663,1333,1349,728,1
2,3,32,946,2717,1333,1349,728,0
2,3,33,946,2835,1333,1349,728,0
2,3,34,1095,3121,1333,1349,728,1
2,3,35,1095,3669,1333,1349,728,1
2,3,36,1095,3620,1333,1349,728,1
2,3,37,946,3440,1333,1349,728,0
2,3,38,887,3188,1333,1349,728,0
2,3,39,887,3006,1333,1349,728,0
2,3,40,946,2874,1333,1349,728,0
2,3,41,926,2738,1333,1349,728,0
2,3,42,1095,2428,1333,1349,728,1
2,3,43,1095,2184,1333,1349,728,1
2,3,44,1411,2528,1333,1349,728,1
2,3,45,1253,2664,1333,1349,728,1
2,3,46,2053,2807,1333,1349,728,1
2,3,47,2033,2795,1333,1349,728,1
3,4,0,2053,2780,1333,1349,728,1
3,4,1,2053,2610,1333,1349,728,1
3,4,2,2008,2348,1333,1349,728,1
3,4,3,2033,1893,1333,1349,728,1
3,4,4,2053,1526,1333,1349,728,1
3,4,5,2008,1250,1333,1349,728,1
3,4,6,1990,948,1333,1349,728,1
3,4,7,1990,793,1333,1349,728,1
3,4,8,2089,727,1333,1349,728,1
3,4,9,2003,762,1333,1349,728,1
3,4,10,2003,919,1333,1349,728,1
3,4,11,2089,1214,1333,1349,728,1
3,4,12,2124,1801,1333,1349,728,1
3,4,13,2092,2388,1333,1349,728,1
3,4,14,2516,2417,1333,1349,728,1
3,4,15,2516,2766,1333,1349,728,1
3,4,16,2516,3028,1333,1349,728,1
3,4,17,2516,3054,1333,1349,728,1
3,4,18,3663,3333,1333,1349,728,1
3,4,19,2516,3392,1333,1349,728,1
3,4,20,2516,3287,1333,1349,728,1
3,4,21,2516,3162,1333,1349,728,1
3,4,22,1119,3082,1333,1349,728,0
3,4,23,3639,3020,1333,1349,728,1
3,4,24,3854,2951,1333,1349,728,1
3,4,25,3854,2933,1333,1349,728,1
3,4,26,3859,2871,1333,1349,728,1
3,4,27,3854,2836,1333,1349,728,1
3,4,28,3571,2792,1333,1349,728,1
3,4,29,3663,2759,1333,1349,728,1
3,4,30,2516,2643,1333,1349,728,1
3,4,31,2516,2636,1333,1349,728,1
3,4,32,1734,2658,1333,1349,728,0
3,4,33,2516,2773,1333,1349,728,1
3,4,34,2516,3047,1333,1349,728,1
3,4,35,2092,3382,1333,1349,728,0
3,4,36,1116,3277,1333,1349,728,0
3,4,37,2089,3087,1333,1349,728,0
3,4,38,2089,2770,1333,1349,728,0
3,4,39,1992,2576,1333,1349,728,0
3,4,40,1116,2372,1333,1349,728,0
3,4,41,1116,2220,1333,1349,728,0
3,4,42,1952,2056,1333,1349,728,0
3,4,43,1116,1768,1333,1349,728,0
3,4,44,1952,2253,1333,1349,728,0
3,4,45,2003,2438,1333,1349,728,0
3,4,46,2639,2637,1333,1349,728,1
3,4,47,3663,2616,1333,1349,728,1
4,5,0,2089,2626,1333,1349,728,0
4,5,1,2002,2428,1333,1349,728,0
4,5,2,2092,2165,1333,1349,728,0
4,5,3,1952,1736,1333,1349,728,0
4,5,4,1921,1345,1333,1349,728,0
4,5,5,1095,1012,1333,1349,728,0
4,5,6,1095,715,1333,1349,728,0
4,5,7,1090,545,1333,1349,728,0
4,5,8,1095,435,1333,1349,728,0
4,5,9,1095,376,1333,1349,728,0
4,5,10,1095,401,1333,1349,728,0
4,5,11,1610,500,1333,1349,728,0
4,5,12,1610,696,1333,1349,728,0
4,5,13,1929,878,1333,1349,728,0
4,5,14,1100,1128,1333,1349,728,0
4,5,15,2210,1613,1333,1349,728,0
4,5,16,1929,2003,1333,1349,728,0
4,5,17,2210,2283,1333,1349,728,0
4,5,18,2210,2536,1333,1349,728,0
4,5,19,1949,2570,1333,1349,728,0
4,5,20,1109,2492,1333,1349,728,0
4,5,21,1105,2399,1333,1349,728,0
4,5,22,1929,2261,1333,1349,728,0
4,5,23,1105,2183,1333,1349,728,0
4,5,24,1929,2072,1333,1349,728,0
4,5,25,1105,1955,1333,1349,728,0
4,5,26,1105,1879,1333,1349,728,0
4,5,27,1929,1798,1333,1349,728,0
4,5,28,1105,1682,1333,1349,728,0
4,5,29,1105,1620,1333,1349,728,0
4,5,30,1929,1602,1333,1349,728,1
4,5,31,1949,1620,1333,1349,728,1
4,5,32,2210,1648,1333,1349,728,1
4,5,33,2210,1828,1333,1349,728,1
4,5,34,1949,2130,1333,1349,728,1
4,5,35,2210,2710,1333,1349,728,1
