date,day,period,nswprice,nswdemand,vicprice,vicdemand,transfer,class
819,1,16,3407,4105,3038,2233,459,1
819,1,17,3054,4059,3017,2248,453,1
819,1,18,3683,4361,3495,2310,629,1
819,1,19,3565,4451,3377,2296,573,1
819,1,20,3560,4408,3370,2268,622,1
819,1,21,2969,4206,2953,2259,494,1
819,1,22,2991,4157,2966,2181,370,1
819,1,23,3556,4113,3356,2143,481,1
819,1,24,3743,4019,3534,2042,513,1
819,1,25,3525,3905,3333,2022,616,1
819,1,26,3431,3863,3247,2080,620,1
819,1,27,3545,3860,3341,2059,666,1
819,1,28,3047,3752,2971,2019,675,1
819,1,29,3010,3666,2951,2008,599,1
819,1,30,2953,3643,2896,1954,729,1
819,1,31,2938,3743,2881,1931,790,1
819,1,32,2757,3834,2726,1970,758,0
819,1,33,2711,4089,2698,2042,627,0
819,1,34,2727,4407,2728,2173,537,0
819,1,35,3183,4906,3091,2361,555,1
819,1,36,3523,5006,3329,2485,407,1
819,1,37,3267,4874,3164,2368,257,1
819,1,38,2838,4656,2848,2200,465,0
819,1,39,2627,4402,2641,2049,637,0
819,1,40,2612,4214,2627,1950,768,0
819,1,41,2467,4058,2474,1818,721,0
819,1,42,1685,3720,1739,1677,664,0
819,1,43,1099,3389,1190,1527,759,0
819,1,44,2113,3636,2149,1399,1124,0
819,1,45,2025,3632,1785,1322,1301,0
819,1,46,2389,3570,2399,1676,1027,0
819,1,47,2129,3449,2141,1634,1174,0
820,2,0,2242,3363,2229,1549,1213,0
820,2,1,2296,3201,2269,1443,1215,0
820,2,2,2216,2975,2207,1632,1086,0
820,2,3,2115,2611,2110,1570,1210,0
820,2,4,1748,2222,1755,1397,1164,0
820,2,5,675,1899,743,1239,1164,0
820,2,6,722,1563,788,1086,1243,0
820,2,7,428,1344,513,940,1163,0
820,2,8,500,1240,580,890,1268,0
820,2,9,458,1228,537,838,1381,0
820,2,10,692,1393,756,896,1304,0
820,2,11,772,1748,802,988,1294,0
820,2,12,1449,2447,1341,1317,1204,0
820,2,13,2395,3186,2399,1683,1036,0
820,2,14,1469,3381,1539,1856,756,0
820,2,15,2555,3748,2598,2125,715,0
820,2,16,2714,3818,2743,2275,676,1
820,2,17,2630,3737,2675,2321,618,1
820,2,18,2715,3912,2746,2302,663,1
820,2,19,2720,4030,2693,2250,777,1
820,2,20,2662,4037,2500,2135,886,1
820,2,21,2440,3863,2113,2135,834,1
820,2,22,2495,3744,2485,2104,843,1
820,2,23,2537,3697,2084,2044,828,1
820,2,24,2553,3618,2441,1980,874,1
820,2,25,2591,3583,2451,1958,921,1
820,2,26,2518,3413,2483,2006,916,1
820,2,27,2437,3322,2430,1991,986,1
820,2,28,2495,3382,2469,1950,985,1
820,2,29,2201,3299,2199,1907,952,0
820,2,30,1453,3221,1485,1869,1052,0
820,2,31,2454,3301,2440,1855,1006,1
820,2,32,1469,3308,1509,1850,869,0
820,2,33,2306,3578,2306,1925,850,1
820,2,34,1517,3855,1565,2049,991,0
820,2,35,2592,4518,2589,2249,772,1
820,2,36,2725,4777,2700,2417,678,1
820,2,37,2761,4731,2712,2319,655,1
820,2,38,2578,4510,2563,2175,729,1
820,2,39,2587,4329,2582,2088,751,1
820,2,40,2427,4179,2432,1964,864,1
820,2,41,2249,4028,2262,1862,820,1
820,2,42,1364,3724,1414,1737,817,0
820,2,43,2300,3390,2321,1628,928,1
820,2,44,2514,3633,2478,1505,1088,1
820,2,45,2466,3615,2386,1400,1083,1
820,2,46,2525,3570,2481,1754,758,1
820,2,47,2498,3468,2478,1704,901,1
821,3,0,2434,3369,2392,1619,933,1
821,3,1,2371,3206,2340,1454,951,1
821,3,2,2451,2980,2437,1699,844,1
821,3,3,2387,2607,2370,1614,973,1
821,3,4,2347,2236,2332,1481,1145,1
821,3,5,1769,1883,1777,1323,1235,0
821,3,6,1002,1574,973,1179,1285,0
821,3,7,770,1330,829,1061,1353,0
821,3,8,1384,1196,1400,998,1390,0
821,3,9,1717,1194,1703,983,1488,0
821,3,10,1198,1371,1225,987,1412,0
821,3,11,1466,1744,1492,1088,1256,0
821,3,12,2498,2472,2482,1427,1107,1
821,3,13,2488,3191,2503,1749,893,1
821,3,14,1276,3303,1369,1903,615,0
821,3,15,2537,3743,2594,2225,495,1
821,3,16,2713,3737,2760,2337,346,1
821,3,17,2647,3647,2707,2349,438,1
821,3,18,2738,3873,2776,2408,443,1
821,3,19,2720,3947,2744,2368,465,1
821,3,20,2720,3872,2724,2321,519,1
821,3,21,2564,3769,2578,2260,540,1
821,3,22,2525,3661,2525,2221,551,1
821,3,23,2571,3618,2568,2195,593,1
821,3,24,2579,3549,2541,2100,680,1
821,3,25,2538,3470,2505,2057,724,1
821,3,26,2551,3470,2516,2109,772,1
821,3,27,2525,3442,2490,2037,790,1
821,3,28,2474,3390,2229,1956,850,1
821,3,29,2142,3310,1978,1909,850,0
821,3,30,2192,3333,2149,1856,974,0
821,3,31,2437,3457,2092,1837,990,1
821,3,32,2476,3603,2434,1840,1071,1
821,3,33,2496,3894,2449,1890,986,1
821,3,34,2419,4206,2411,2004,933,1
821,3,35,2563,4730,2540,2263,812,1
821,3,36,2622,4872,2581,2444,704,1
821,3,37,2598,4774,2570,2396,792,1
821,3,38,2051,4560,2070,2256,851,0
821,3,39,2020,4353,2034,2153,986,0
821,3,40,1413,4148,1437,2030,925,0
821,3,41,1335,3950,1357,1944,1008,0
821,3,42,1276,3649,1304,1844,1049,0
821,3,43,1381,3270,1092,1706,1065,0
821,3,44,2353,3482,1771,1591,1294,1
821,3,45,2347,3456,467,1441,1244,1
821,3,46,2406,3473,2176,1798,1141,1
821,3,47,2351,3423,1982,1743,1194,1
822,4,0,2347,3342,1403,1642,1194,1
822,4,1,2347,3186,1077,1549,1194,1
822,4,2,2311,2930,2300,1757,1025,1
822,4,3,1828,2606,1793,1676,1193,0
822,4,4,1376,2170,971,1508,1275,0
822,4,5,749,1794,803,1343,1318,0
822,4,6,739,1567,790,1192,1472,0
822,4,7,513,1346,576,1085,1475,0
822,4,8,624,1247,623,1039,1526,0
822,4,9,919,1198,598,947,1544,0
822,4,10,1224,1386,661,990,1494,0
822,4,11,1072,1749,588,1094,1394,0
822,4,12,2121,2506,2128,1408,1293,1
822,4,13,2351,3227,2322,1766,1183,1
822,4,14,1238,3401,1172,1932,1004,0
822,4,15,1529,3809,1589,2202,861,0
822,4,16,1943,3806,1995,2341,717,0
822,4,17,1340,3691,1414,2331,644,0
822,4,18,2274,3903,2306,2336,806,1
822,4,19,1804,3907,1842,2291,784,0
822,4,20,1370,3775,1414,2184,771,0
822,4,21,1518,3590,1563,2155,899,0
822,4,22,1463,3473,1495,2116,1027,0
822,4,23,2034,3383,2030,2059,1127,1
822,4,24,1953,3308,1935,1986,1196,1
822,4,25,1481,3165,1487,1952,1070,0
822,4,26,1761,3087,1764,2005,1023,0
822,4,27,1475,3007,1479,2015,1043,0
822,4,28,1590,3005,1595,1957,1073,0
822,4,29,1586,2976,1586,1930,1078,0
822,4,30,1411,2957,1414,1908,1107,0
822,4,31,1413,3052,1414,1871,1226,0
822,4,32,1598,3223,1598,1868,1283,0
822,4,33,1482,3462,1484,1893,1153,0
822,4,34,1475,3818,1505,2015,1099,0
822,4,35,2480,4400,2476,2208,1004,1
822,4,36,2565,4594,2532,2372,987,1
822,4,37,2502,4524,2474,2298,1094,1
822,4,38,1733,4305,1757,2181,968,1
822,4,39,1669,4123,1695,2041,919,0
822,4,40,1355,3943,1391,1932,880,0
822,4,41,1304,3793,1341,1807,1047,0
822,4,42,1276,3495,1247,1721,1094,0
822,4,43,1053,3184,1094,1579,998,0
822,4,44,1835,3460,1412,1490,1366,1
822,4,45,1359,3450,1307,1431,1244,0
822,4,46,2019,3421,2017,1770,1199,1
822,4,47,1824,3362,1743,1715,1263,1
823,5,0,1403,3236,1414,1591,1263,0
823,5,1,1405,3091,1414,1447,1231,0
823,5,2,1615,2860,1621,1622,1144,1
823,5,3,1382,2470,1301,1533,1254,0
823,5,4,1113,2096,1122,1371,1221,0
823,5,5,1007,1752,1051,1166,1344,0
823,5,6,432,1422,503,1058,1504,0
823,5,7,372,1221,447,875,1397,0
823,5,8,401,1126,477,766,1490,0
823,5,9,426,1119,498,780,1482,0
823,5,10,920,1275,688,824,1494,0
823,5,11,1096,1629,935,891,1494,0
823,5,12,1957,2323,1825,1224,1343,1
823,5,13,2347,2939,1779,1549,1229,1
823,5,14,1192,3096,1249,1712,985,0
823,5,15,1328,3477,1382,1988,819,0
823,5,16,1354,3571,1414,2114,718,0
823,5,17,1382,3517,1439,2160,795,0
823,5,18,2263,3709,2277,2164,1081,1
823,5,19,1934,3738,1937,2135,913,1
823,5,20,1451,3589,1490,2083,900,0
823,5,21,1362,3396,1414,2080,796,0
823,5,22,1499,3282,1541,2066,930,1
823,5,23,1483,3222,1515,2036,1014,0
823,5,24,1662,3152,1681,1995,907,1
823,5,25,1388,3058,1414,1963,906,0
823,5,26,1415,3022,1448,2035,844,0
823,5,27,2188,2917,2194,1982,906,1
823,5,28,1561,2873,1591,1938,994,1
823,5,29,1375,2792,1414,1890,801,0
823,5,30,1376,2751,1408,1840,915,0
823,5,31,1391,2858,1414,1799,1057,0
823,5,32,1424,2967,1448,1784,1141,0
823,5,33,1407,3199,1439,1856,1037,0
823,5,34,1308,3415,1361,1931,739,0
823,5,35,1411,3748,1489,2046,806,0
823,5,36,1568,3806,1651,2151,652,1
823,5,37,1321,3686,1414,2087,519,0
823,5,38,1276,3467,1363,1912,692,0
823,5,39,1276,3267,1371,1800,684,0
823,5,40,1276,3117,1387,1701,674,0
823,5,41,1167,2949,1277,1559,756,0
823,5,42,1061,2748,1167,1435,717,0
823,5,43,864,2487,981,1283,556,0
823,5,44,1295,2858,1402,1220,971,0
823,5,45,1295,3009,1359,1241,977,0
823,5,46,2112,3041,2162,1626,880,1
823,5,47,2400,3010,2433,1616,950,1
824,6,0,2140,2813,2164,1399,1064,1
824,6,1,1674,2746,1687,1269,1186,1
824,6,2,1992,2514,2004,1394,993,1
824,6,3,1351,2132,1393,1297,969,0
824,6,4,1189,1788,1238,1152,1007,0
824,6,5,1020,1402,1095,986,938,0
824,6,6,677,1084,762,801,971,0
824,6,7,476,856,568,681,1043,0
824,6,8,334,710,437,544,969,0
824,6,9,448,653,550,493,963,0
824,6,10,365,679,466,479,1025,0
824,6,11,405,729,501,509,1083,0
824,6,12,828,926,903,605,1235,0
824,6,13,1010,1151,1068,706,1305,0
824,6,14,1440,1532,1468,688,1467,1
824,6,15,2047,2053,2030,860,1340,1
824,6,16,2179,2521,2144,1006,1400,1
824,6,17,2393,2849,2303,1129,1349,1
824,6,18,2510,3181,2399,1250,1380,1
824,6,19,2525,3362,2394,1221,1473,1
824,6,20,2551,3387,2399,1230,1477,1
824,6,21,2602,3329,2444,1188,1477,1
824,6,22,2602,3199,2441,1165,1531,1
824,6,23,2619,3133,2454,1120,1486,1
824,6,24,2677,3101,2509,1143,1495,1
824,6,25,2602,3038,2438,1099,1628,1
824,6,26,2551,2866,2394,1145,1614,1
824,6,27,2422,2623,2282,1099,1680,1
824,6,28,1945,2418,1867,1099,1563,1
824,6,29,1827,2289,1768,1088,1541,1
824,6,30,1713,2212,1661,1054,1448,1
824,6,31,1598,2170,1546,1063,1414,0
824,6,32,1843,2313,1784,1117,1547,1
824,6,33,2082,2486,2008,1190,1517,1
824,6,34,1745,2603,1710,1232,1489,1
824,6,35,2340,3251,2259,1451,1298,1
824,6,36,2565,3571,2469,1665,1037,1
824,6,37,2560,3525,2488,1698,1136,1
824,6,38,2476,3235,2415,1633,1242,1
824,6,39,2437,2964,2377,1497,1278,1
824,6,40,2447,2807,2363,1440,1294,1
824,6,41,2251,2719,2182,1382,1307,1
824,6,42,1893,2532,1857,1265,1348,1
824,6,43,1946,2372,1909,1201,1314,1
824,6,44,1693,2518,1682,1151,1379,0
824,6,45,1811,2538,1791,1170,1288,0
824,6,46,2499,2578,2462,1534,995,1
824,6,47,2291,2399,2281,1543,1100,1
825,0,0,2482,2215,2455,1476,1157,1
825,0,1,1831,1916,1838,1369,1096,0
825,0,2,2053,1738,2066,1579,923,1
825,0,3,1585,1444,1616,1482,1031,0
825,0,4,1202,1180,1253,1315,1046,0
825,0,5,1006,954,1065,1135,1138,0
825,0,6,990,736,1050,1002,1043,0
825,0,7,977,609,1039,859,1073,0
825,0,8,405,490,494,716,1135,0
825,0,9,305,465,399,611,1146,0
825,0,10,370,498,459,554,1246,0
825,0,11,367,553,456,518,1220,0
825,0,12,725,728,790,519,1360,0
825,0,13,565,899,634,543,1384,0
825,0,14,506,1110,576,411,1542,0
825,0,15,1547,1527,878,494,1364,0
825,0,16,1596,1975,1565,640,1717,0
825,0,17,1300,2323,1266,805,1472,0
825,0,18,1393,2641,1341,865,1478,0
825,0,19,1400,2792,1333,908,1537,0
825,0,20,1379,2742,1295,934,1516,0
825,0,21,1303,2666,1247,939,1470,0
825,0,22,1329,2551,1271,942,1471,0
825,0,23,1276,2400,1230,894,1602,0
825,0,24,1276,2274,1234,940,1499,0
825,0,25,1276,2074,1246,911,1512,0
825,0,26,1276,1907,1253,973,1447,0
825,0,27,1276,1764,1258,916,1545,0
825,0,28,1247,1709,1232,891,1549,0
825,0,29,1072,1659,1078,840,1515,0
825,0,30,1136,1595,1144,858,1506,0
825,0,31,1172,1637,1174,926,1475,0
825,0,32,1276,1694,1264,926,1487,0
825,0,33,1276,1886,1268,1048,1237,0
825,0,34,1302,2191,1300,1193,1178,0
825,0,35,1913,3022,1865,1420,1302,1
825,0,36,2469,3627,2361,1689,1147,1
825,0,37,2469,3726,2377,1727,1200,1
825,0,38,2437,3605,2337,1613,1338,1
825,0,39,2401,3474,2309,1566,1294,1
825,0,40,2424,3381,2326,1531,1337,1
825,0,41,2299,3342,2192,1456,1463,1
825,0,42,1808,3033,1742,1333,1417,1
825,0,43,1615,2783,1559,1191,1396,1
825,0,44,1467,2870,1414,1138,1493,1
825,0,45,1471,2808,1406,1122,1322,1
825,0,46,1882,2739,1823,1426,1226,1
825,0,47,1379,2523,1363,1388,1117,0
826,1,0,1244,2311,1262,1329,1140,0
826,1,1,1144,2053,1195,1286,1115,0
826,1,2,1276,1914,1329,1523,846,0
826,1,3,1298,1663,1341,1454,899,0
826,1,4,1276,1461,1319,1337,1016,0
826,1,5,1120,1280,1170,1223,1127,0
826,1,6,1062,1091,1112,1066,1294,0
826,1,7,1016,989,1058,973,1250,0
826,1,8,1020,930,1057,891,1254,0
826,1,9,695,972,756,852,1273,0
826,1,10,1192,1201,1226,901,1292,0
826,1,11,1266,1585,1293,1030,1223,0
826,1,12,2568,2361,2551,1371,1038,1
826,1,13,3222,3169,3096,1699,973,1
826,1,14,1686,3318,1717,1806,812,1
826,1,15,2700,3754,2708,2091,568,1
826,1,16,2793,3889,2780,2269,562,1
826,1,17,2720,3840,2719,2289,575,1
826,1,18,2829,4007,2808,2295,638,1
826,1,19,2767,4022,2749,2217,704,1
826,1,20,2720,3877,2714,2150,688,1
826,1,21,2619,3717,2629,2102,763,1
826,1,22,2591,3591,2606,2044,793,1
826,1,23,2496,3503,2519,2027,816,1
826,1,24,2524,3470,2515,1960,873,1
826,1,25,2599,3381,2583,1957,829,1
826,1,26,2507,3329,2522,2022,758,1
826,1,27,2507,3264,2520,2005,852,1
826,1,28,2516,3160,2535,1994,799,1
826,1,29,2473,3030,2319,1946,848,1
826,1,30,2398,2948,1522,1859,839,1
826,1,31,2411,2984,1414,1841,839,1
826,1,32,1851,3080,1564,1810,932,0
826,1,33,1459,3293,1522,1868,801,0
826,1,34,1686,3635,1764,1967,771,0
826,1,35,2599,4367,2637,2182,785,1
826,1,36,2864,4783,2841,2389,745,1
826,1,37,2853,4788,2826,2351,783,1
826,1,38,2707,4593,2682,2211,841,1
826,1,39,2680,4434,2653,2119,872,1
826,1,40,2694,4279,2668,1990,1024,1
826,1,41,2656,4112,2638,1935,961,1
826,1,42,2028,3741,2050,1806,991,0
826,1,43,1327,3463,1381,1681,750,0
826,1,44,2614,3637,2593,1553,1301,1
826,1,45,2261,3601,2240,1489,1192,1
826,1,46,2791,3570,2775,1846,964,1
826,1,47,2542,3515,2515,1769,1221,1
827,2,0,2568,3422,2530,1695,1262,1
827,2,1,2439,3321,2383,1571,1396,1
827,2,2,2849,3120,2793,1812,1091,1
827,2,3,2317,2742,2288,1709,1171,1
827,2,4,1974,2377,1945,1566,1229,0
827,2,5,1451,2014,1456,1386,1140,0
827,2,6,1356,1704,1370,1260,1198,0
827,2,7,1276,1479,1293,1107,1323,0
827,2,8,1089,1318,1119,1068,1353,0
827,2,9,1045,1339,1079,984,1432,0
827,2,10,1261,1522,1277,1039,1351,0
827,2,11,1432,1903,1430,1142,1423,0
827,2,12,3152,2706,3025,1469,1319,1
827,2,13,4055,3471,3629,1812,947,1
827,2,14,2496,3659,2045,1945,881,0
827,2,15,2700,4060,2700,2207,742,0
827,2,16,2720,4149,2720,2372,670,1
827,2,17,2722,4006,2723,2396,625,1
827,2,18,2814,4133,2810,2422,621,1
827,2,19,2725,4095,2736,2357,751,1
827,2,20,2720,3902,2725,2327,779,1
827,2,21,2644,3732,2658,2272,806,0
827,2,22,2432,3593,2449,2236,934,0
827,2,23,3458,3501,3275,2224,844,1
827,2,24,2998,3419,2655,2184,903,1
827,2,25,2442,3316,2036,2179,903,0
827,2,26,2275,3228,2293,2282,811,0
827,2,27,2523,3233,2529,2287,843,0
827,2,28,2318,3172,2331,2241,775,0
827,2,29,1238,3026,1303,2164,676,0
827,2,30,1024,2975,1096,2139,734,0
827,2,31,1292,3082,1358,2095,836,0
827,2,32,1670,3259,1509,2104,888,0
827,2,33,2234,3494,2196,2175,880,0
