col1,col2,col3,col4,col5,col6,col7,col8,col9,target
21,110,28,54,37,111,46,37,12,3
21,110,14,54,20,78,31,66,34,3
21,110,9,54,16,119,26,72,39,3
21,110,30,50,39,71,47,34,10,3
21,114,31,56,39,88,48,34,10,3
20,109,11,54,24,84,29,53,29,3
21,110,10,54,29,83,28,40,23,3
21,110,10,54,18,81,27,68,37,3
20,110,26,54,26,85,44,64,26,3
20,109,12,50,28,79,29,44,24,3
20,108,13,57,19,88,31,68,35,3
20,110,10,54,28,94,28,42,24,3
21,112,30,54,38,96,47,36,11,3
20,110,29,57,37,88,47,38,12,3
21,110,14,54,19,98,31,69,36,3
21,110,11,57,30,85,28,38,21,3
21,112,30,54,41,88,47,28,7,3
20,110,26,55,29,88,44,56,22,3
21,113,31,54,39,93,48,34,10,3
20,110,10,54,22,80,28,58,31,3
21,110,10,54,12,119,27,83,45,3
21,110,12,54,25,99,29,51,28,3
21,110,14,54,19,97,31,69,36,3
21,110,29,57,37,94,46,38,12,3
21,115,30,51,39,88,47,34,10,3
20,107,31,54,39,101,48,34,9,3
20,110,10,54,26,91,28,48,26,3
21,110,10,54,18,91,27,68,37,3
20,110,31,54,37,78,48,40,12,3
21,110,12,56,31,85,29,36,20,3
21,115,28,54,39,95,45,32,10,3
21,110,25,54,39,60,42,29,10,3
20,110,25,54,40,119,43,26,8,3
20,110,10,54,16,80,27,73,39,3
20,113,10,54,32,88,28,31,18,3
20,110,26,54,40,58,44,27,8,3
21,110,12,55,27,113,29,46,25,3
21,110,29,54,40,80,46,30,8,3
20,111,8,41,19,64,26,63,35,3
21,114,31,54,36,71,48,42,14,3
21,110,10,52,21,88,28,60,33,3
20,110,10,54,17,63,27,70,38,3
21,110,10,54,16,85,27,73,39,3
21,111,14,54,19,101,31,69,36,3
21,110,12,54,20,71,30,65,34,3
21,110,11,54,26,84,28,48,26,3
21,110,11,54,25,93,28,51,28,3
20,110,28,57,37,88,46,37,12,3
20,110,25,54,33,95,42,44,17,3
20,110,12,55,29,88,30,42,22,3
20,110,10,54,28,112,28,42,24,3
20,110,26,54,41,79,44,25,7,3
20,110,30,61,37,88,47,38,12,3
21,110,10,54,18,86,27,68,37,3
20,109,10,54,27,80,28,45,25,3
21,110,12,54,27,119,29,46,25,3
21,110,30,54,38,119,47,36,11,3
20,110,10,54,29,101,28,40,22,3
20,110,9,57,12,88,27,82,44,3
20,110,9,57,12,88,27,82,44,3
20,110,28,49,40,88,45,29,8,3
21,110,29,54,41,87,46,27,7,3
21,110,14,51,16,76,31,77,39,3
20,110,29,54,37,104,47,38,12,3
21,110,28,54,38,118,46,34,11,3
21,110,29,53,40,86,46,30,8,3
21,115,24,51,19,89,41,79,36,3
21,111,10,67,19,88,27,65,36,3
21,110,9,54,19,169,26,64,36,3
20,110,15,53,13,94,32,86,43,3
20,110,28,54,34,83,46,45,16,3
20,110,28,49,37,72,46,37,12,3
20,110,28,53,38,109,46,34,11,3
21,113,32,55,39,88,49,35,10,3
20,110,26,54,24,92,43,68,29,3
21,110,10,54,27,81,28,45,25,3
21,108,30,54,40,98,47,31,8,3
20,110,10,54,27,86,28,45,25,3
20,110,9,53,17,101,27,69,38,3
20,110,10,54,25,109,28,50,28,3
20,110,10,54,19,66,27,65,35,3
20,110,26,54,23,83,43,71,30,3
21,110,9,54,17,73,26,69,38,3
20,110,28,55,37,67,46,37,12,3
20,110,11,59,25,95,29,51,28,3
21,110,29,53,41,88,46,27,7,3
21,114,31,54,36,85,48,42,14,3
20,109,13,54,19,92,31,68,35,3
21,112,30,54,38,103,47,36,11,3
20,110,26,54,40,85,44,27,8,3
20,110,11,54,38,85,29,17,11,3
21,110,30,61,40,80,47,31,8,3
21,110,28,55,38,88,46,34,11,3
21,110,28,54,41,91,46,27,7,3
20,110,28,54,36,74,46,40,13,3
20,110,11,58,25,89,29,51,28,3
21,110,30,54,37,76,47,38,12,3
20,110,11,54,24,100,29,53,29,3
21,113,32,54,36,88,49,43,14,3
20,110,25,54,19,87,42,80,35,3
20,110,10,54,19,93,27,65,35,3
20,110,25,54,30,67,43,52,21,3
21,110,10,54,27,72,28,45,25,3
20,110,10,54,27,84,28,45,25,3
21,110,11,54,27,82,28,46,25,3
20,110,10,54,23,85,28,55,30,3
20,109,11,54,27,84,29,46,25,3
