date,day,period,nswprice,nswdemand,vicprice,vicdemand,transfer,class
623,3,0,464,2045,92,1097,1291,0
623,3,1,443,1683,92,964,1341,0
623,3,2,434,1318,155,1143,1291,0
623,3,3,429,1114,92,1056,1291,0
623,3,4,418,838,91,845,1491,0
623,3,5,373,738,91,713,1441,0
623,3,6,362,784,92,642,1641,0
623,3,7,320,809,92,642,1691,0
623,3,8,406,967,92,693,1691,0
623,3,9,499,1216,327,783,1699,0
623,3,10,605,1603,527,926,1507,1
623,3,11,657,2010,659,1120,1407,1
623,3,12,513,2235,446,1415,1299,0
623,3,13,469,2584,196,1645,1286,0
623,3,14,463,2878,96,1602,1344,0
623,3,15,462,3102,267,1713,1431,0
623,3,16,490,3474,548,1803,1351,0
623,3,17,494,3583,555,1861,1291,0
623,3,18,499,3571,563,1931,1229,0
623,3,19,495,3514,562,1999,1147,0
623,3,20,506,3562,574,2032,1084,0
623,3,21,520,3591,591,2099,1036,0
623,3,22,508,3596,579,2079,1050,0
623,3,23,513,3558,585,2129,981,0
623,3,24,538,3653,609,2218,913,1
623,3,25,540,3634,611,2260,867,1
623,3,26,536,3629,608,2291,888,1
623,3,27,534,3572,609,2303,835,1
623,3,28,538,3556,611,2324,803,1
623,3,29,587,3533,659,2362,391,1
623,3,30,678,3532,750,2353,430,1
623,3,31,688,3531,759,2383,385,1
623,3,32,662,3394,736,2372,390,1
623,3,33,686,3302,762,2267,409,1
623,3,34,741,3055,827,2063,512,1
623,3,35,486,2881,584,1864,803,0
623,3,36,480,2715,561,1706,961,0
623,3,37,452,2495,491,1574,1221,0
623,3,38,439,2451,256,1477,1271,0
623,3,39,456,2555,328,1444,1271,0
623,3,40,447,2433,434,1505,1271,0
623,3,41,432,2231,334,1407,1251,0
623,3,42,452,2464,460,1241,1229,0
623,3,43,451,2539,494,1088,1391,0
623,3,44,472,2647,535,1027,1389,0
623,3,45,467,2622,175,957,1391,0
623,3,46,497,2500,485,1251,1171,0
623,3,47,486,2300,553,1211,1306,0
624,4,0,469,2039,417,1065,1391,0
624,4,1,452,1665,122,926,1391,0
624,4,2,440,1292,436,1130,1328,0
624,4,3,432,1061,347,1003,1241,0
624,4,4,397,849,337,818,1591,0
624,4,5,342,758,257,699,1641,0
624,4,6,306,700,92,622,1641,0
624,4,7,332,783,92,605,1691,0
624,4,8,409,935,92,651,1671,0
624,4,9,431,1201,92,729,1671,0
624,4,10,491,1600,400,923,1456,0
624,4,11,499,2000,484,1090,1361,1
624,4,12,462,2193,174,1437,1193,0
624,4,13,477,2601,542,1739,1164,0
624,4,14,468,2862,532,1750,1160,0
624,4,15,471,3120,531,1905,1100,0
624,4,16,517,3540,576,2052,1051,1
624,4,17,508,3684,571,2138,984,1
624,4,18,525,3713,590,2233,947,1
624,4,19,489,3691,552,2337,853,0
624,4,20,506,3745,566,2405,847,1
624,4,21,524,3799,585,2487,852,1
624,4,22,526,3832,589,2510,797,1
624,4,23,533,3873,596,2566,757,1
624,4,24,618,3976,673,2671,726,1
624,4,25,679,3938,731,2735,598,1
624,4,26,681,3998,731,2761,550,1
624,4,27,624,4047,676,2753,803,1
624,4,28,714,4089,762,2750,702,1
624,4,29,702,4145,754,2741,712,1
624,4,30,695,4161,744,2708,835,1
624,4,31,680,4165,727,2608,1003,1
624,4,32,540,4029,599,2404,1136,1
624,4,33,548,3977,609,2253,1240,1
624,4,34,596,3728,653,2011,1286,1
624,4,35,489,3582,565,1784,1281,0
624,4,36,481,3377,547,1622,1455,0
624,4,37,481,3253,538,1508,1559,0
624,4,38,501,3294,516,1401,1211,0
624,4,39,493,3398,559,1422,1327,0
624,4,40,481,3139,392,1390,1341,0
624,4,41,470,2819,257,1291,1341,0
624,4,42,502,2927,567,1135,1317,0
624,4,43,486,2904,237,957,1241,0
624,4,44,487,2996,96,949,1591,0
624,4,45,508,2902,484,923,1541,0
624,4,46,505,2760,481,1265,1460,0
624,4,47,495,2482,258,1221,1441,0
625,5,0,481,2203,227,1053,1491,0
625,5,1,460,1845,92,915,1491,0
625,5,2,439,1480,172,1143,1441,0
625,5,3,431,1269,96,1032,1441,0
625,5,4,390,1031,184,852,1641,0
625,5,5,410,959,91,685,1641,0
625,5,6,398,939,90,647,1641,0
625,5,7,420,992,91,635,1691,0
625,5,8,433,1159,91,657,1666,0
625,5,9,446,1410,163,726,1666,0
