col1,col2,col3,col4,col5,col6,col7,col8,col9,target
44,110,16,54,10,109,12,95,59,4
62,110,37,46,48,79,9,18,22,4
43,110,15,53,4,88,12,109,66,4
60,109,36,51,48,75,9,16,21,4
46,110,19,56,12,88,12,92,57,4
49,108,21,54,22,88,11,68,46,4
40,112,12,56,4,88,12,106,65,4
42,116,14,54,4,66,12,108,66,4
47,110,19,54,19,65,11,74,49,4
46,110,18,51,11,88,12,94,59,4
60,110,36,54,48,76,9,16,21,4
63,113,40,60,49,91,9,18,22,4
41,110,13,53,4,88,12,107,65,4
49,110,21,54,20,81,11,73,49,4
49,118,22,54,23,78,13,67,45,4
60,110,36,54,49,112,9,14,20,4
62,110,39,54,49,99,9,16,21,4
20,110,1,10,12,88,3,35,44,4
40,110,12,54,4,88,12,106,65,4
50,110,22,54,23,111,12,67,45,4
44,109,17,54,5,102,12,108,65,4
50,111,21,56,20,88,11,74,49,4
47,110,18,50,20,97,11,71,47,4
49,110,19,47,19,88,11,75,49,4
43,110,15,54,3,88,12,111,67,4
47,110,19,54,16,76,11,82,53,4
48,110,19,55,20,88,12,72,48,4
66,109,42,54,49,96,9,19,23,4
44,112,17,57,5,90,12,108,65,4
70,157,38,54,35,86,5,52,48,4
62,106,38,51,49,89,9,16,21,4
45,106,17,52,7,92,13,104,63,4
47,110,19,57,18,89,12,77,50,4
48,110,20,54,5,88,12,111,67,4
43,115,14,54,5,88,12,106,65,4
47,111,19,54,17,91,11,79,51,4
50,107,21,54,23,97,11,66,45,4
46,105,17,54,12,82,12,91,57,4
64,109,40,53,49,93,9,18,22,4
63,110,39,51,48,85,9,19,23,4
47,111,19,54,16,88,11,82,53,4
49,110,20,54,20,88,11,73,48,4
64,107,41,54,48,88,10,21,23,4
46,110,19,55,11,75,12,95,59,4
42,110,14,56,5,88,12,106,64,4
63,110,39,54,49,94,9,17,21,4
44,110,16,54,3,64,12,113,68,4
63,112,39,54,48,88,9,19,23,4
44,110,16,54,4,90,12,110,66,4
46,106,18,46,5,88,12,109,66,4
65,106,41,54,48,88,9,21,23,4
49,106,21,48,21,116,11,71,47,4
39,119,11,59,4,87,12,105,64,4
42,110,14,56,5,88,12,106,64,4
47,107,19,53,19,77,11,74,49,4
46,113,17,54,16,105,11,80,52,4
46,111,18,54,16,88,12,81,52,4
60,106,37,54,48,88,9,17,21,4
50,110,21,54,23,106,11,66,45,4
46,110,17,54,15,88,11,82,53,4
40,114,12,58,4,88,12,106,65,4
60,110,35,54,48,87,9,16,21,4
50,110,21,54,22,64,11,69,46,4
43,114,15,57,4,73,12,109,66,4
46,109,17,54,13,106,12,88,56,4
50,108,22,54,24,88,12,64,44,4
41,108,14,54,5,102,13,105,63,4
60,110,35,53,49,101,9,13,20,4
48,110,19,54,18,69,11,77,50,4
46,112,17,54,16,108,11,80,52,4
60,114,35,54,48,88,9,16,21,4
50,110,21,54,22,66,11,69,46,4
50,110,21,54,22,116,11,69,46,4
41,110,14,54,4,82,13,108,65,4
48,115,20,54,5,89,12,111,67,4
47,114,19,54,5,90,12,111,67,4
46,114,18,54,4,59,12,112,67,4
60,110,35,54,49,119,9,13,20,4
50,110,21,54,22,59,11,69,46,4
50,110,22,54,22,79,12,69,46,4
47,108,19,54,20,90,12,71,47,4
49,112,19,49,19,88,11,75,49,4
61,113,37,53,48,87,9,18,22,4
48,110,19,49,20,112,11,71,48,4
47,110,19,54,16,62,11,82,53,4
65,115,41,53,48,86,9,21,23,4
60,110,35,53,49,106,9,13,20,4
45,111,17,54,4,59,12,111,67,4
62,114,38,59,49,95,9,16,21,4
44,110,16,54,5,68,12,108,65,4
50,110,21,54,20,86,11,74,49,4
